workorder num,actual code,exsisting code,update status
12605,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,Correct
12286,4100,*2700-Pierce- 9.5% Tax Code,updated
12592,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12470,2700,*2700-Pierce- 9.5% Tax Code,Correct
12606,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12618,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12646,2700,*2700-Pierce- 9.5% Tax Code,Correct
12585,2700,*2700-Pierce- 9.5% Tax Code,Correct
12643,2700,*2701 - Bonney Lake - 9.5% Tax Code,updated
12645,2700,*2700-Pierce- 9.5% Tax Code,Correct
12607,2720,*2700-Pierce- 9.5% Tax Code,updated
12638,1732,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,Correct
12632,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12625,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12655,2700,*2700-Pierce- 9.5% Tax Code,Correct
12675,2700,*2700-Pierce- 9.5% Tax Code,Correct
12652,2700,*2700-Pierce- 9.5% Tax Code,Correct
12700,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12702,2700,*2700-Pierce- 9.5% Tax Code,Correct
12705,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12736,2717,*2717 - TACOMA - 10.3% Tax Code961-inactive,Correct
12726,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12732,2700,*2700-Pierce- 9.5% Tax Code,Correct
12743,2700,,Check Manually
12744,2720,,Check Manually
12666,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12739,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12740,2700,*2700-Pierce- 9.5% Tax Code,Correct
12751,2700,PIERCE - 2700 Tax Code842-inactive,Correct
12741,2719,*2719-University Place-10.1% Tax Cod,Correct
12791,2700,*2700-Pierce- 9.5% Tax Code,Correct
12689,2700,*2700-Pierce- 9.5% Tax Code,Correct
12763,2700,*2700-Pierce- 9.5% Tax Code,Correct
12778,2727,*2700-Pierce- 9.5% Tax Code,updated
12724,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,Correct
12775,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12794,2700,*2700-Pierce- 9.5% Tax Code,Correct
12798,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12813,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12720,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12804,2720,*2720 - Edgewood - 10.1% Tax Code,Correct
12815,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,Correct
12767,2700,*2700-Pierce- 9.5% Tax Code,Correct
12668,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12817,2700,*2700-Pierce- 9.5% Tax Code,Correct
12827,2700,*2720 - Edgewood - 10.1% Tax Code,updated
12841,2700,*2700-Pierce- 9.5% Tax Code,Correct
12846,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12820,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12837,2700,*2700-Pierce- 9.5% Tax Code,Correct
12842,2709,*2709 - Milton - 10.1% Tax Code,Correct
12877,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12853,2700,*2700-Pierce- 9.5% Tax Code,Correct
12891,2700,*2700-Pierce- 9.5% Tax Code,Correct
12890,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12893,4100,*NON TAX - RESALE Tax Code,updated
12810,4100,*2712 - Roy - 8.2% Tax Code,updated
12909,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12905,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12863,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12867,1702,*AUBURN - 1702 - 10.3.% Tax Code992-inactive,Correct
12914,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12927,2727,*2721 - Lakewood - 10.1% Tax Code,updated
12913,4100,*2727 - Pierce- 10.1% Tax Code,Check Manually
12882,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12950,2727,PIERCE - 2727 Tax Code844-inactive,Correct
12951,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12915,2709,*NON TAX - RESALE Tax Code,updated
12964,2721,PIERCE - 2700 Tax Code842-inactive,updated
12968,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12974,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12980,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12943,2700,*2700-Pierce- 9.5% Tax Code,Correct
12906,2700,*2700-Pierce- 9.5% Tax Code,Correct
12924,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12976,2727,*2700-Pierce- 9.5% Tax Code,updated
12990,2700,*2700-Pierce- 9.5% Tax Code,Correct
12916,2709,*NON TAX - RESALE Tax Code,updated
12982,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13005,2727,*2727 - Pierce- 10.1% Tax Code,Correct
12997,4100,*4100 - Pierce- 8.1% Tax Code,Correct
12991,2789,*2789 - Pierce - 8.1% Tax Code,Correct
13006,2700,*2700-Pierce- 9.5% Tax Code,Correct
13007,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,Correct
13014,,,Check Manually
13016,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13004,2720,PIERCE - 2700 Tax Code842-inactive,updated
12994,2720,*2720 - Edgewood - 10.1% Tax Code,Correct
13021,2700,*2727 - Pierce- 10.1% Tax Code,updated
13023,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13037,4100,*2700-Pierce- 9.5% Tax Code,updated
12917,2709,*NON TAX - RESALE Tax Code,updated
13036,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13031,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13062,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13028,4100,*4100 - Pierce- 8.1% Tax Code,Correct
13043,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13057,4100,*4100 - Pierce- 8.1% Tax Code,Correct
13077,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13058,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13074,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13042,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13067,2720,*2720 - Edgewood - 10.1% Tax Code,Correct
13088,2706,*2727 - Pierce- 10.1% Tax Code,updated
13022,2700,*2700-Pierce- 9.5% Tax Code,Correct
13045,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13096,2700,*2700-Pierce- 9.5% Tax Code,Correct
12873,2727,*2700-Pierce- 9.5% Tax Code,updated
13109,2700,*2700-Pierce- 9.5% Tax Code,Correct
13101,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13126,2700,*2700-Pierce- 9.5% Tax Code,Correct
13093,2700,*2727 - Pierce- 10.1% Tax Code,updated
13142,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13111,4100,*NON TAX - RESALE Tax Code,updated
13054,4000,*4004- BELLEVUE- 8.8% Tax Code940-inactive,updated
13044,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,Correct
13158,2700,*2700-Pierce- 9.5% Tax Code,Correct
13150,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13135,2700,*2700-Pierce- 9.5% Tax Code,Correct
13144,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13145,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13146,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13134,2720,*2720 - Edgewood - 10.1% Tax Code,Correct
13147,2700,*2700-Pierce- 9.5% Tax Code,Correct
13155,2700,*ORTING - 2710 -9.5.% Tax Code972-inactive,updated
13163,2700,*2700-Pierce- 9.5% Tax Code,Correct
13191,2700,PIERCE - 2700 Tax Code842-inactive,Correct
13200,2700,*2700-Pierce- 9.5% Tax Code,Correct
13181,2700,*2727 - Pierce- 10.1% Tax Code,updated
13205,2700,PIERCE - 2700 Tax Code842-inactive,Correct
13224,2700,*2700-Pierce- 9.5% Tax Code,Correct
13227,4100,*2700-Pierce- 9.5% Tax Code,updated
13172,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13210,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13214,2700,*2700-Pierce- 9.5% Tax Code,Correct
13229,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13241,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,Correct
13161,2700,*2700-Pierce- 9.5% Tax Code,Correct
13239,2700,*2700-Pierce- 9.5% Tax Code,Correct
13257,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13246,3406,*3406 - Tumwater - 9.7% Tax Code,Correct
13254,3400,*THURSTON - 3411 - 9.7% Tax Code1034-inactive,updated
13211,2700,*2700-Pierce- 9.5% Tax Code,Correct
12865,2719,*2719-University Place-10.1% Tax Cod,Correct
13264,4100,*4100 - Pierce- 8.1% Tax Code,Correct
13154,2700,*2700-Pierce- 9.5% Tax Code,Correct
13268,2727,*2727 - Pierce- 10.1% Tax Code,Correct
13270,2700,*2700-Pierce- 9.5% Tax Code,Correct
11045,2720,EDGEWOOD-2720 10% Tax Code-inactive,skipped
11052,2720,EDGEWOOD - 2720 Tax Code872-inactive,skipped
11084,,,retry
11077,2727,*2727 - Pierce- 10.1% Tax Code,skipped
11088,,,pending
11084,,,retry
11088,2720,*2720 - Edgewood - 10.1% Tax Code,skipped
11074,2700,*2700-Pierce- 9.5% Tax Code,skipped
11098,2701,*2701 - Bonney Lake - 9.5% Tax Code,skipped
10997,,,pending
